task,model,privacy_mechanism,epsilon,delta,seed,metric,value
smoker_without_charges,gradient_boosting,none,inf,,1,fpr_group_male,0.9072164948453608
smoker_without_charges,gradient_boosting,none,inf,,1,group_size_female,141.0
smoker_without_charges,gradient_boosting,none,inf,,1,group_size_male,127.0
smoker_without_charges,neural,none,inf,,1,roc_auc,0.49876227059325656
smoker_without_charges,neural,none,inf,,1,pr_auc,0.204626645641975
smoker_without_charges,neural,none,inf,,1,accuracy,0.5223880597014925
smoker_without_charges,neural,none,inf,,1,precision,0.19327731092436976
smoker_without_charges,neural,none,inf,,1,recall,0.41818181818181815
smoker_without_charges,neural,none,inf,,1,f1,0.26436781609195403
smoker_without_charges,neural,none,inf,,1,macro_f1,0.4553883279354798
smoker_without_charges,neural,none,inf,,1,brier,0.16602575778961182
smoker_without_charges,neural,none,inf,,1,ece,0.04084864014120246
smoker_without_charges,neural,none,inf,,1,threshold,0.2172982531726061
smoker_without_charges,neural,none,inf,,1,demographic_parity_difference,0.4580890154688111
smoker_without_charges,neural,none,inf,,1,equalized_odds_difference,0.62
smoker_without_charges,neural,none,inf,,1,tpr_group_female,0.08
smoker_without_charges,neural,none,inf,,1,tpr_group_male,0.7
smoker_without_charges,neural,none,inf,,1,fpr_group_female,0.25862068965517243
smoker_without_charges,neural,none,inf,,1,fpr_group_male,0.6804123711340206
smoker_without_charges,neural,none,inf,,1,group_size_female,141.0
smoker_without_charges,neural,none,inf,,1,group_size_male,127.0
smoker_without_charges,neural,none,inf,,1,mia_loss_threshold_auc,0.5020749058446087
smoker_without_charges,neural,none,inf,,1,mia_tpr_at_fpr_0.01,0.007009345794392523
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,roc_auc,0.462654716175843
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,pr_auc,0.18204761037268893
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,accuracy,0.2537313432835821
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,precision,0.21115537848605578
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,recall,0.9636363636363636
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,f1,0.3464052287581699
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,macro_f1,0.2384200056834328
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,brier,0.19686880707740784
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,ece,0.18410898412100746
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,threshold,0.0022828492532535717
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,demographic_parity_difference,0.05902719606857654
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,equalized_odds_difference,0.06666666666666665
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,tpr_group_female,1.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,tpr_group_male,0.9333333333333333
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,fpr_group_female,0.9568965517241379
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,fpr_group_male,0.8969072164948454
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,group_size_female,141.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,group_size_male,127.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,mia_loss_threshold_auc,0.5090755335472172
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,mia_tpr_at_fpr_0.01,0.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,achieved_epsilon,0.4926042171759174
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,1,noise_multiplier,11.5625
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,roc_auc,0.5234314980793854
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,pr_auc,0.21143181396044747
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,accuracy,0.3358208955223881
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,precision,0.2191780821917808
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,recall,0.8727272727272727
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,f1,0.35036496350364965
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,macro_f1,0.3354878252632752
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,brier,0.1826419085264206
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,ece,0.1375976943744541
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,threshold,0.04058936580865826
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,demographic_parity_difference,0.27268665884849497
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,equalized_odds_difference,0.28
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,tpr_group_female,0.72
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,tpr_group_male,1.0
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,fpr_group_female,0.6810344827586207
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,fpr_group_male,0.9484536082474226
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,group_size_female,141.0
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,group_size_male,127.0
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,mia_loss_threshold_auc,0.4966696889384852
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,mia_tpr_at_fpr_0.01,0.002336448598130841
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,achieved_epsilon,1.9979365212033011
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,1,noise_multiplier,3.37890625
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,roc_auc,0.5307725138711055
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,pr_auc,0.214278793714272
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,accuracy,0.31716417910447764
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,precision,0.21171171171171171
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,recall,0.8545454545454545
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,f1,0.33935018050541516
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,macro_f1,0.3163932369708543
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,brier,0.1797558218240738
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,ece,0.12737296942843876
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,threshold,0.04828868239144584
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,demographic_parity_difference,0.3112749204221813
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,equalized_odds_difference,0.31999999999999995
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,tpr_group_female,0.68
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,tpr_group_male,1.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,fpr_group_female,0.6810344827586207
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,fpr_group_male,0.9896907216494846
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,group_size_female,141.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,group_size_male,127.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,mia_loss_threshold_auc,0.49525517854651974
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,mia_tpr_at_fpr_0.01,0.007009345794392523
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,achieved_epsilon,5.996399562124039
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,1,noise_multiplier,1.483154296875
smoker_without_charges,dummy,none,inf,,2,roc_auc,0.5
smoker_without_charges,dummy,none,inf,,2,pr_auc,0.20522388059701493
smoker_without_charges,dummy,none,inf,,2,accuracy,0.20522388059701493
smoker_without_charges,dummy,none,inf,,2,precision,0.20522388059701493
smoker_without_charges,dummy,none,inf,,2,recall,1.0
smoker_without_charges,dummy,none,inf,,2,f1,0.34055727554179566
smoker_without_charges,dummy,none,inf,,2,macro_f1,0.17027863777089783
smoker_without_charges,dummy,none,inf,,2,brier,0.16310765507122435
smoker_without_charges,dummy,none,inf,,2,ece,0.000784628260566328
smoker_without_charges,dummy,none,inf,,2,threshold,0.204439
smoker_without_charges,dummy,none,inf,,2,demographic_parity_difference,0.0
smoker_without_charges,dummy,none,inf,,2,equalized_odds_difference,0.0
smoker_without_charges,dummy,none,inf,,2,tpr_group_female,1.0
smoker_without_charges,dummy,none,inf,,2,tpr_group_male,1.0
smoker_without_charges,dummy,none,inf,,2,fpr_group_female,1.0
smoker_without_charges,dummy,none,inf,,2,fpr_group_male,1.0
smoker_without_charges,dummy,none,inf,,2,group_size_female,126.0
smoker_without_charges,dummy,none,inf,,2,group_size_male,142.0
smoker_without_charges,logistic,none,inf,,2,roc_auc,0.5224925309432352
smoker_without_charges,logistic,none,inf,,2,pr_auc,0.20687964069880777
smoker_without_charges,logistic,none,inf,,2,accuracy,0.39925373134328357
smoker_without_charges,logistic,none,inf,,2,precision,0.22959183673469388
smoker_without_charges,logistic,none,inf,,2,recall,0.8181818181818182
smoker_without_charges,logistic,none,inf,,2,f1,0.35856573705179284
smoker_without_charges,logistic,none,inf,,2,macro_f1,0.39682672817501924
smoker_without_charges,logistic,none,inf,,2,brier,0.16616565126175342
smoker_without_charges,logistic,none,inf,,2,ece,0.03966013832620631
smoker_without_charges,logistic,none,inf,,2,threshold,0.15690510050251258
smoker_without_charges,logistic,none,inf,,2,demographic_parity_difference,0.5714285714285714
smoker_without_charges,logistic,none,inf,,2,equalized_odds_difference,0.6138613861386139
smoker_without_charges,logistic,none,inf,,2,tpr_group_female,0.6
smoker_without_charges,logistic,none,inf,,2,tpr_group_male,1.0
smoker_without_charges,logistic,none,inf,,2,fpr_group_female,0.38613861386138615
smoker_without_charges,logistic,none,inf,,2,fpr_group_male,1.0
smoker_without_charges,logistic,none,inf,,2,group_size_female,126.0
smoker_without_charges,logistic,none,inf,,2,group_size_male,142.0
smoker_without_charges,svm,none,inf,,2,roc_auc,0.42364489970123775
smoker_without_charges,svm,none,inf,,2,pr_auc,0.20122043931642358
smoker_without_charges,svm,none,inf,,2,accuracy,0.332089552238806
smoker_without_charges,svm,none,inf,,2,precision,0.19
smoker_without_charges,svm,none,inf,,2,recall,0.6909090909090909
smoker_without_charges,svm,none,inf,,2,f1,0.2980392156862745
smoker_without_charges,svm,none,inf,,2,macro_f1,0.33051426976484544
smoker_without_charges,svm,none,inf,,2,brier,0.16329476056328554
smoker_without_charges,svm,none,inf,,2,ece,0.050885307437861266
smoker_without_charges,svm,none,inf,,2,threshold,0.19824647236180903
smoker_without_charges,svm,none,inf,,2,demographic_parity_difference,0.05946791862284817
smoker_without_charges,svm,none,inf,,2,equalized_odds_difference,0.1266666666666667
smoker_without_charges,svm,none,inf,,2,tpr_group_female,0.76
smoker_without_charges,svm,none,inf,,2,tpr_group_male,0.6333333333333333
smoker_without_charges,svm,none,inf,,2,fpr_group_female,0.7821782178217822
smoker_without_charges,svm,none,inf,,2,fpr_group_male,0.7410714285714286
smoker_without_charges,svm,none,inf,,2,group_size_female,126.0
smoker_without_charges,svm,none,inf,,2,group_size_male,142.0
smoker_without_charges,gradient_boosting,none,inf,,2,roc_auc,0.5527955612462654
smoker_without_charges,gradient_boosting,none,inf,,2,pr_auc,0.23237158792581092
smoker_without_charges,gradient_boosting,none,inf,,2,accuracy,0.20522388059701493
smoker_without_charges,gradient_boosting,none,inf,,2,precision,0.20300751879699247
smoker_without_charges,gradient_boosting,none,inf,,2,recall,0.9818181818181818
smoker_without_charges,gradient_boosting,none,inf,,2,f1,0.3364485981308411
smoker_without_charges,gradient_boosting,none,inf,,2,macro_f1,0.17287546185611824
smoker_without_charges,gradient_boosting,none,inf,,2,brier,0.19206980517237737
smoker_without_charges,gradient_boosting,none,inf,,2,ece,0.14382933735591272
smoker_without_charges,gradient_boosting,none,inf,,2,threshold,0.001055
smoker_without_charges,gradient_boosting,none,inf,,2,demographic_parity_difference,0.015873015873015928
smoker_without_charges,gradient_boosting,none,inf,,2,equalized_odds_difference,0.040000000000000036
smoker_without_charges,gradient_boosting,none,inf,,2,tpr_group_female,0.96
smoker_without_charges,gradient_boosting,none,inf,,2,tpr_group_male,1.0
smoker_without_charges,gradient_boosting,none,inf,,2,fpr_group_female,0.9900990099009901
smoker_without_charges,gradient_boosting,none,inf,,2,fpr_group_male,1.0
smoker_without_charges,gradient_boosting,none,inf,,2,group_size_female,126.0
smoker_without_charges,gradient_boosting,none,inf,,2,group_size_male,142.0
smoker_without_charges,neural,none,inf,,2,roc_auc,0.5137003841229193
smoker_without_charges,neural,none,inf,,2,pr_auc,0.209851549318885
smoker_without_charges,neural,none,inf,,2,accuracy,0.2947761194029851
smoker_without_charges,neural,none,inf,,2,precision,0.20869565217391303
smoker_without_charges,neural,none,inf,,2,recall,0.8727272727272727
smoker_without_charges,neural,none,inf,,2,f1,0.3368421052631579
smoker_without_charges,neural,none,inf,,2,macro_f1,0.29192702872719645
smoker_without_charges,neural,none,inf,,2,brier,0.16711857914924622
smoker_without_charges,neural,none,inf,,2,ece,0.05988520511717939
smoker_without_charges,neural,none,inf,,2,threshold,0.1349003905027955
smoker_without_charges,neural,none,inf,,2,demographic_parity_difference,0.2716297786720322
smoker_without_charges,neural,none,inf,,2,equalized_odds_difference,0.28
smoker_without_charges,neural,none,inf,,2,tpr_group_female,0.72
smoker_without_charges,neural,none,inf,,2,tpr_group_male,1.0
smoker_without_charges,neural,none,inf,,2,fpr_group_female,0.7128712871287128
smoker_without_charges,neural,none,inf,,2,fpr_group_male,0.9821428571428571
smoker_without_charges,neural,none,inf,,2,group_size_female,126.0
smoker_without_charges,neural,none,inf,,2,group_size_male,142.0
smoker_without_charges,neural,none,inf,,2,mia_loss_threshold_auc,0.5092302796763845
smoker_without_charges,neural,none,inf,,2,mia_tpr_at_fpr_0.01,0.017523364485981307
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,roc_auc,0.4832266325224072
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,pr_auc,0.20456805256070712
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,accuracy,0.22014925373134328
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,precision,0.20833333333333334
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,recall,1.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,f1,0.3448275862068966
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,macro_f1,0.1908469728269506
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,brier,0.19463208317756653
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,ece,0.17152786273159584
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,threshold,0.0006637537679939189
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,demographic_parity_difference,0.016767270288397085
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,equalized_odds_difference,0.020774398868458333
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,tpr_group_female,1.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,tpr_group_male,1.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,fpr_group_female,0.9702970297029703
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,fpr_group_male,0.9910714285714286
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,group_size_female,126.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,group_size_male,142.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,mia_loss_threshold_auc,0.485732842795369
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,mia_tpr_at_fpr_0.01,0.0
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,achieved_epsilon,0.4926042171759174
smoker_without_charges,dpsgd,dpsgd,0.4926042171759174,1e-05,2,noise_multiplier,11.5625
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,roc_auc,0.49739650021340165
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,pr_auc,0.20248643671407096
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,accuracy,0.23507462686567165
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,precision,0.2
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,recall,0.9090909090909091
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,f1,0.32786885245901637
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,macro_f1,0.22021148250656447
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,brier,0.1842096596956253
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,ece,0.139812406944806
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,threshold,0.026035411873055463
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,demographic_parity_difference,0.12787838139950813
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,equalized_odds_difference,0.19999999999999996
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,tpr_group_female,0.8
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,tpr_group_male,1.0
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,fpr_group_female,0.8811881188118812
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,fpr_group_male,0.9910714285714286
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,group_size_female,126.0
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,group_size_male,142.0
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,mia_loss_threshold_auc,0.5019419549449017
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,mia_tpr_at_fpr_0.01,0.002336448598130841
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,achieved_epsilon,1.9979365212033011
smoker_without_charges,dpsgd,dpsgd,1.9979365212033011,1e-05,2,noise_multiplier,3.37890625
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,roc_auc,0.5068715322236449
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,pr_auc,0.20879640299150515
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,accuracy,0.30223880597014924
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,precision,0.2079646017699115
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,recall,0.8545454545454545
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,f1,0.33451957295373663
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,macro_f1,0.30059311981020165
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,brier,0.18153232336044312
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,ece,0.129236729968506
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,threshold,0.04446071818770476
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,demographic_parity_difference,0.33333333333333337
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,equalized_odds_difference,0.3366336633663366
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,tpr_group_female,0.68
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,tpr_group_male,1.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,fpr_group_female,0.6633663366336634
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,fpr_group_male,1.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,group_size_female,126.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,group_size_male,142.0
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,mia_loss_threshold_auc,0.5066366473706235
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,mia_tpr_at_fpr_0.01,0.004672897196261682
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,achieved_epsilon,5.996399562124039
smoker_without_charges,dpsgd,dpsgd,5.996399562124039,1e-05,2,noise_multiplier,1.483154296875
smoker_without_charges,dummy,none,inf,,3,roc_auc,0.5
smoker_without_charges,dummy,none,inf,,3,pr_auc,0.20522388059701493
smoker_without_charges,dummy,none,inf,,3,accuracy,0.20522388059701493
smoker_without_charges,dummy,none,inf,,3,precision,0.20522388059701493
smoker_without_charges,dummy,none,inf,,3,recall,1.0
smoker_without_charges,dummy,none,inf,,3,f1,0.34055727554179566
smoker_without_charges,dummy,none,inf,,3,macro_f1,0.17027863777089783
smoker_without_charges,dummy,none,inf,,3,brier,0.16310765507122435
smoker_without_charges,dummy,none,inf,,3,ece,0.000784628260566328
smoker_without_charges,dummy,none,inf,,3,threshold,0.204439
smoker_without_charges,dummy,none,inf,,3,demographic_parity_difference,0.0
smoker_without_charges,dummy,none,inf,,3,equalized_odds_difference,0.0
smoker_without_charges,dummy,none,inf,,3,tpr_group_female,1.0
smoker_without_charges,dummy,none,inf,,3,tpr_group_male,1.0
smoker_without_charges,dummy,none,inf,,3,fpr_group_female,1.0
smoker_without_charges,dummy,none,inf,,3,fpr_group_male,1.0
smoker_without_charges,dummy,none,inf,,3,group_size_female,138.0
smoker_without_charges,dummy,none,inf,,3,group_size_male,130.0
smoker_without_charges,logistic,none,inf,,3,roc_auc,0.5760563380281689
smoker_without_charges,logistic,none,inf,,3,pr_auc,0.2490202961272224
smoker_without_charges,logistic,none,inf,,3,accuracy,0.2537313432835821
smoker_without_charges,logistic,none,inf,,3,precision,0.20647773279352227
smoker_without_charges,logistic,none,inf,,3,recall,0.9272727272727272
smoker_without_charges,logistic,none,inf,,3,f1,0.33774834437086093
smoker_without_charges,logistic,none,inf,,3,macro_f1,0.2415237448350031
smoker_without_charges,logistic,none,inf,,3,brier,0.1617030679736039
smoker_without_charges,logistic,none,inf,,3,ece,0.013892831387662936
smoker_without_charges,logistic,none,inf,,3,threshold,0.1292085527638191
smoker_without_charges,logistic,none,inf,,3,demographic_parity_difference,0.15217391304347827
smoker_without_charges,logistic,none,inf,,3,equalized_odds_difference,0.16000000000000003
smoker_without_charges,logistic,none,inf,,3,tpr_group_female,0.84
smoker_without_charges,logistic,none,inf,,3,tpr_group_male,1.0
smoker_without_charges,logistic,none,inf,,3,fpr_group_female,0.8495575221238938
smoker_without_charges,logistic,none,inf,,3,fpr_group_male,1.0
smoker_without_charges,logistic,none,inf,,3,group_size_female,138.0
smoker_without_charges,logistic,none,inf,,3,group_size_male,130.0
smoker_without_charges,svm,none,inf,,3,roc_auc,0.5437900128040972
smoker_without_charges,svm,none,inf,,3,pr_auc,0.2444578590015526
smoker_without_charges,svm,none,inf,,3,accuracy,0.2126865671641791
smoker_without_charges,svm,none,inf,,3,precision,0.20454545454545456
smoker_without_charges,svm,none,inf,,3,recall,0.9818181818181818
smoker_without_charges,svm,none,inf,,3,f1,0.3385579937304075
smoker_without_charges,svm,none,inf,,3,macro_f1,0.18310388165783048
smoker_without_charges,svm,none,inf,,3,brier,0.1628040950911544
smoker_without_charges,svm,none,inf,,3,ece,0.0030944969793751356
smoker_without_charges,svm,none,inf,,3,threshold,0.181062
smoker_without_charges,svm,none,inf,,3,demographic_parity_difference,0.0008918617614269708
smoker_without_charges,svm,none,inf,,3,equalized_odds_difference,0.033333333333333326
smoker_without_charges,svm,none,inf,,3,tpr_group_female,1.0
smoker_without_charges,svm,none,inf,,3,tpr_group_male,0.9666666666666667
smoker_without_charges,svm,none,inf,,3,fpr_group_female,0.9823008849557522
smoker_without_charges,svm,none,inf,,3,fpr_group_male,0.99
smoker_without_charges,svm,none,inf,,3,group_size_female,138.0
smoker_without_charges,svm,none,inf,,3,group_size_male,130.0
smoker_without_charges,gradient_boosting,none,inf,,3,roc_auc,0.5358087921468203
smoker_without_charges,gradient_boosting,none,inf,,3,pr_auc,0.2596623857883432
smoker_without_charges,gradient_boosting,none,inf,,3,accuracy,0.417910447761194
smoker_without_charges,gradient_boosting,none,inf,,3,precision,0.22099447513812154
smoker_without_charges,gradient_boosting,none,inf,,3,recall,0.7272727272727273
smoker_without_charges,gradient_boosting,none,inf,,3,f1,0.3389830508474576
smoker_without_charges,gradient_boosting,none,inf,,3,macro_f1,0.4094915254237288
smoker_without_charges,gradient_boosting,none,inf,,3,brier,0.1816603648975679
smoker_without_charges,gradient_boosting,none,inf,,3,ece,0.1272106808453485
smoker_without_charges,gradient_boosting,none,inf,,3,threshold,0.05038074371859296
smoker_without_charges,gradient_boosting,none,inf,,3,demographic_parity_difference,0.19721293199554069
smoker_without_charges,gradient_boosting,none,inf,,3,equalized_odds_difference,0.20362831858407082
smoker_without_charges,gradient_boosting,none,inf,,3,tpr_group_female,0.64
smoker_without_charges,gradient_boosting,none,inf,,3,tpr_group_male,0.8
smoker_without_charges,gradient_boosting,none,inf,,3,fpr_group_female,0.5663716814159292
smoker_without_charges,gradient_boosting,none,inf,,3,fpr_group_male,0.77
smoker_without_charges,gradient_boosting,none,inf,,3,group_size_female,138.0
smoker_without_charges,gradient_boosting,none,inf,,3,group_size_male,130.0
smoker_without_charges,neural,none,inf,,3,roc_auc,0.6033717456252667
smoker_without_charges,neural,none,inf,,3,pr_auc,0.2893229922386714
smoker_without_charges,neural,none,inf,,3,accuracy,0.208955223880597
smoker_without_charges,neural,none,inf,,3,precision,0.20599250936329588
smoker_without_charges,neural,none,inf,,3,recall,1.0
smoker_without_charges,neural,none,inf,,3,f1,0.3416149068322981
smoker_without_charges,neural,none,inf,,3,macro_f1,0.17548035061241074
smoker_without_charges,neural,none,inf,,3,brier,0.15984413027763367
smoker_without_charges,neural,none,inf,,3,ece,0.04312779612616816
smoker_without_charges,neural,none,inf,,3,threshold,0.11739300191402435
smoker_without_charges,neural,none,inf,,3,demographic_parity_difference,0.007246376811594235
smoker_without_charges,neural,none,inf,,3,equalized_odds_difference,0.008849557522123908
smoker_without_charges,neural,none,inf,,3,tpr_group_female,1.0
smoker_without_charges,neural,none,inf,,3,tpr_group_male,1.0
smoker_without_charges,neural,none,inf,,3,fpr_group_female,0.9911504424778761
smoker_without_charges,neural,none,inf,,3,fpr_group_male,1.0
smoker_without_charges,neural,none,inf,,3,group_size_female,138.0
smoker_without_charges,neural,none,inf,,3,group_size_male,130.0
smoker_without_charges,neural,none,inf,,3,mia_loss_threshold_auc,0.4892832856744316
